Name,Taxon_ID,Accession_Number,Length
Pseudomonas guineae,425504,WP_090238577.1,230
Pseudomonas kuykendallii,1007099,WP_090229903.1,257
Filomicrobium insigne,418854,WP_090229331.1,224
Pseudomonas pohangensis,364197,WP_090193722.1,237
Brucella suis,29461,KFJ30643.1,184
Brucella suis,29461,KFJ29823.1,135
Brucella suis 1330,204722,KFJ29587.1,201
Brucella suis,29461,KFJ29059.1,201
Brucella suis 1330,204722,KFJ28494.1,206
Brucella suis,29461,KFJ27533.1,184
Pectobacterium atrosepticum,29471,AIK15053.1,229
Brucella abortus,235,AIK05910.1,135
Brucella abortus,235,AIK04592.1,201
Brucella abortus,235,AIK03673.1,206
Vibrio sp. B183,1526762,KFI13256.1,220
Vibrio cholerae,666,KFH37398.1,220
Brucella suis,29461,AIJ99829.1,201
Brucella suis,29461,AIJ98787.1,135
Brucella suis,29461,AIJ97305.1,184
Brucella melitensis bv. 2 str. 63/9,520465,AIJ95950.1,201
Brucella melitensis bv. 2 str. 63/9,520465,AIJ95750.1,206
Brucella melitensis bv. 2 str. 63/9,520465,AIJ94644.1,195
Brucella abortus bv. 2 str. 86/8/59,520450,AIJ92991.1,201
Brucella abortus bv. 2 str. 86/8/59,520450,AIJ92508.1,206
Brucella abortus bv. 2 str. 86/8/59,520450,AIJ90964.1,135
Brucella melitensis bv. 1 str. 16M,224914,AIJ90495.1,206
Brucella melitensis bv. 1 str. 16M,224914,AIJ90270.1,201
Brucella melitensis bv. 1 str. 16M,224914,AIJ88076.1,184
Brucella melitensis bv. 3 str. Ether,520466,AIJ86620.1,184
Brucella melitensis bv. 3 str. Ether,520466,AIJ86271.1,206
Brucella melitensis bv. 3 str. Ether,520466,AIJ85346.1,201
Brucella canis,36855,AIJ83740.1,195
Brucella canis,36855,AIJ81959.1,135
Brucella canis,36855,AIJ81500.1,201
Brucella abortus,235,AIJ79703.1,206
Brucella abortus,235,AIJ79423.1,201
Brucella abortus,235,AIJ79383.1,135
Brucella abortus,235,AIJ77468.1,206
Brucella abortus,235,AIJ77366.1,201
Brucella abortus,235,AIJ75361.1,195
Brucella pinnipedialis,120576,AIJ74111.1,206
Brucella pinnipedialis,120576,AIJ73290.1,201
Brucella pinnipedialis,120576,AIJ72814.1,184
Brucella suis bv. 3 str. 686,520487,AIJ71788.1,135
Brucella suis bv. 3 str. 686,520487,AIJ71011.1,201
Brucella suis bv. 3 str. 686,520487,AIJ69724.1,195
Brucella suis,29461,AIJ67789.1,201
Brucella suis,29461,AIJ67326.1,206
Brucella suis,29461,AIJ66221.1,184
Brucella abortus bv. 6 str. 870,520454,AIJ65046.1,135
Brucella abortus bv. 6 str. 870,520454,AIJ64690.1,201
Brucella abortus bv. 6 str. 870,520454,AIJ63176.1,206
Vibrio cholerae,666,KKP13650.1,220
Brucella melitensis,29459,KKO95965.1,206
Brucella melitensis,29459,KKO95473.1,201
Brucella melitensis,29459,KKO94352.1,195
Neorhizobium,1525371,WP_046667300.1,204
Neorhizobium galegae,399,WP_046666920.1,203
Neorhizobium galegae,399,WP_046640836.1,161
Neorhizobium galegae,399,WP_046640238.1,203
Neorhizobium galegae,399,WP_046632225.1,161
Neorhizobium galegae,399,WP_046631977.1,203
Neorhizobium galegae,399,WP_046630259.1,204
Neorhizobium galegae,399,WP_046627765.1,204
Neorhizobium galegae,399,WP_046626270.1,203
Neorhizobium galegae,399,WP_046625191.1,172
Pseudomonas,286,WP_046617197.1,230
Neorhizobium galegae,399,WP_046607035.1,203
Neorhizobium galegae,399,WP_046604286.1,325
Neorhizobium galegae,399,WP_046603631.1,172
Neorhizobium galegae,399,WP_046603006.1,204
Pseudomonas aeruginosa,287,AKG00286.1,237
Candidatus Filomicrobium marinum,1608628,WP_046478617.1,224
Arsukibacterium sp. MJ3,1632859,KKO49093.1,221
Pseudomonas putida KG-4,1410521,KKO13061.1,230
Hyphomicrobium sp. GJ21,113574,CEJ84817.1,228
Neorhizobium galegae bv. orientalis,323655,CDZ61865.1,171
Neorhizobium galegae bv. orientalis,323655,CDZ63334.1,172
Neorhizobium galegae bv. orientalis,323655,CDZ65962.1,203
Neorhizobium galegae bv. orientalis,323655,CDZ56246.1,325
Neorhizobium galegae bv. orientalis,323655,CDZ57521.1,172
Neorhizobium galegae bv. orientalis,323655,CDZ58010.1,171
Neorhizobium galegae bv. orientalis,323655,CDZ59502.1,203
Neorhizobium galegae bv. orientalis,323655,CDZ48609.1,204
Neorhizobium galegae bv. orientalis,323655,CDZ54625.1,203
Neorhizobium galegae bv. officinalis,323656,CDZ26286.1,204
Neorhizobium galegae bv. officinalis,323656,CDZ27300.1,203
Neorhizobium galegae bv. officinalis,323656,CDZ28312.1,161
Neorhizobium galegae bv. officinalis,323656,CDZ33622.1,203
Neorhizobium galegae bv. officinalis,323656,CDZ35104.1,204
Neorhizobium galegae bv. officinalis,323656,CDZ40427.1,161
Neorhizobium galegae bv. officinalis,323656,CDZ35283.1,203
Neorhizobium galegae bv. officinalis,323656,CDZ36113.1,204
Neorhizobium galegae bv. orientalis,323655,CDZ68675.1,171
Neorhizobium galegae bv. orientalis,323655,CDZ69350.1,172
Neorhizobium galegae bv. orientalis,323655,CDZ70044.1,325
Neorhizobium galegae bv. orientalis,323655,CDZ72953.1,203
Neorhizobium galegae bv. officinalis,323656,CDZ43847.1,204
Neorhizobium galegae bv. officinalis,323656,CDZ45697.1,203
Neorhizobium galegae bv. officinalis,323656,CDZ49972.1,203
Pseudomonas aeruginosa MRSN 317,1410037,KKJ53733.1,237
Pseudomonas aeruginosa MRSN 321,1410038,KKJ49652.1,237
Legionella pneumophila,446,CZN07555.1,244
Legionella pneumophila,446,CZN86263.1,244
Legionella pneumophila,446,CZN66663.1,244
Legionella pneumophila,446,CZO37074.1,244
Legionella pneumophila,446,CZO03131.1,244
Legionella pneumophila,446,CZM37567.1,244
Legionella pneumophila,446,CZN21072.1,244
Legionella pneumophila,446,CZO19237.1,244
Legionella pneumophila,446,CZI44487.1,244
Legionella pneumophila,446,CZJ20325.1,244
Legionella pneumophila,446,CZO73282.1,244
Legionella pneumophila,446,CZM58378.1,244
Legionella pneumophila,446,CZL79443.1,244
Legionella pneumophila,446,CZN11143.1,244
Legionella pneumophila,446,CZG08013.1,244
Legionella pneumophila,446,CZM80830.1,244
Legionella pneumophila,446,CZN75235.1,244
Legionella pneumophila,446,CZN50526.1,244
Legionella pneumophila,446,CZI56032.1,244
Legionella pneumophila,446,CZL85728.1,244
Legionella pneumophila,446,CZN46980.1,244
Legionella pneumophila,446,CZL86806.1,244
Legionella pneumophila,446,CZN77194.1,244
Legionella pneumophila,446,CZM81280.1,244
Legionella pneumophila,446,CZN42037.1,244
Legionella pneumophila,446,CZM41956.1,244
Legionella pneumophila,446,CZG30389.1,244
Legionella pneumophila,446,CZN93442.1,244
Legionella pneumophila,446,CZM37562.1,244
Legionella pneumophila,446,CZG58024.1,244
Legionella pneumophila,446,CZJ70940.1,244
Legionella pneumophila,446,CZH80062.1,244
Legionella pneumophila,446,CZO77653.1,244
Legionella pneumophila,446,CZG61427.1,244
Legionella pneumophila,446,CZH95332.1,244
Legionella pneumophila,446,CZK39359.1,244
Legionella pneumophila,446,CZG70751.1,244
Legionella pneumophila,446,CZI04201.1,244
Legionella pneumophila,446,CZG82110.1,244
Legionella pneumophila,446,CZG84164.1,244
Legionella pneumophila,446,CZG77919.1,244
Legionella pneumophila,446,CZH78754.1,244
Legionella pneumophila,446,CZG72856.1,244
Legionella pneumophila,446,CZG92518.1,244
Legionella pneumophila,446,CZG58612.1,244
Legionella pneumophila,446,CZI02251.1,244
Legionella pneumophila,446,CZG93123.1,244
Legionella pneumophila,446,CZP26252.1,244
Legionella pneumophila,446,CZP51967.1,244
Legionella pneumophila,446,CZG75338.1,244
Ensifer,106591,WP_065775873.1,206
Aeromonas veronii,654,OCQ42570.1,219
Vibrio parahaemolyticus,670,OCQ14126.1,227
Vibrio parahaemolyticus,670,OCQ08439.1,227
Vibrio parahaemolyticus,670,OCP99790.1,227
Vibrio parahaemolyticus,670,OCP98806.1,227
Vibrio parahaemolyticus,670,OCP93707.1,227
Vibrio parahaemolyticus,670,OCP88497.1,227
Vibrio parahaemolyticus,670,OCP78868.1,227
Vibrio parahaemolyticus,670,OCP76438.1,227
Vibrio parahaemolyticus,670,OCP75424.1,227
Vibrio parahaemolyticus,670,OCP71711.1,227
Vibrio parahaemolyticus,670,OCP61955.1,227
Vibrio parahaemolyticus,670,OCP58539.1,227
Vibrio parahaemolyticus,670,OCP58151.1,227
Vibrio parahaemolyticus,670,OCP50315.1,227
Vibrio parahaemolyticus,670,OCP49490.1,227
Vibrio parahaemolyticus,670,OCP47470.1,227
Ensifer sp. LC163,1120652,OCP37737.1,196
Ensifer sp. LC163,1120652,OCP34599.1,206
Ensifer sp. LC499,1120654,OCP31964.1,206
Ensifer sp. LC499,1120654,OCP30827.1,202
Ensifer sp. LC499,1120654,OCP29717.1,196
Ensifer sp. LC54,1873715,OCP26605.1,202
Ensifer sp. LC384,1120653,OCP26437.1,202
Ensifer sp. LC384,1120653,OCP25316.1,196
Ensifer sp. LC54,1873715,OCP25200.1,196
Ensifer sp. LC54,1873715,OCP21186.1,206
Ensifer sp. LC384,1120653,OCP20945.1,206
Ensifer sp. LC163,1120652,OCP17195.1,202
Ensifer sp. LC13,1873713,OCP08243.1,206
Ensifer sp. LC14,1873714,OCP07575.1,206
Ensifer sp. LC11,1873712,OCP07471.1,206
Ensifer sp. LC13,1873713,OCP06004.1,202
Ensifer sp. LC11,1873712,OCP05392.1,202
Ensifer sp. LC14,1873714,OCP03697.1,196
Ensifer sp. LC14,1873714,OCP01130.1,202
Ensifer sp. LC11,1873712,OCP00812.1,196
Ensifer sp. LC13,1873713,OCP00772.1,196
Pseudomonas,286,WP_065761604.1,220
Citrobacter freundii,546,OCO63556.1,230
Bradyrhizobium paxllaeri,190148,WP_065755567.1,209
Bradyrhizobium paxllaeri,190148,WP_065751402.1,267
Bradyrhizobium sp. LMTR 3,189873,WP_065748035.1,209
Bradyrhizobium sp. LMTR 3,189873,WP_065744158.1,337
Vibrio coralliilyticus,190893,WP_065742277.1,220
Bradyrhizobium icense,1274631,WP_065731858.1,267
Bradyrhizobium icense,1274631,WP_065728735.1,209
Vibrio coralliilyticus,190893,ANW26451.1,220
Bradyrhizobium paxllaeri,190148,OCK66336.1,267
Brucella inopinata BO1,470735,KEX96008.1,201
Pseudomonas putida,303,KEX91933.1,231
Pseudomonas putida,303,KEX90170.1,235
Pseudomonas sp. AAC,1502784,KES22536.1,233
Pseudomonas sp. AAC,1502784,KES22180.1,233
Sphingobium sp. DC-2,1303256,WP_030538424.1,344
Pseudomonas mendocina,300,KER99347.1,226
Pseudomonas mendocina,300,KER98888.1,212
Aeromonas hydrophila,644,KER65686.1,224
Aeromonas hydrophila,644,KER63496.1,240
Sphingobium lucknowense F2,1450518,KER35121.1,352
Pseudomonas fluorescens,294,WP_030138476.1,230
Pseudomonas sp. QTF5,1435425,WP_030130069.1,235
Pseudomonas sp. QTF5,1435425,WP_030128609.1,230
Sphingobium chlorophenolicum,46429,KEQ54246.1,311
Sphingobium chlorophenolicum,46429,KEQ54186.1,353
Endozoicomonas numazuensis,1137799,KEQ13949.1,227
Pseudorhizobium pelagicum,1509405,KEQ10362.1,191
Pseudorhizobium pelagicum,1509405,KEQ08166.1,191
Pseudorhizobium pelagicum,1509405,KEQ07225.1,159
Pseudorhizobium pelagicum,1509405,KEQ05528.1,171
Pseudorhizobium pelagicum,1509405,KEQ04989.1,203
Pseudorhizobium pelagicum,1509405,KEQ04103.1,203
Pseudorhizobium pelagicum,1509405,KEQ03773.1,171
Pseudorhizobium pelagicum,1509405,KEQ02426.1,159
Halomonas alkaliantarctica,232346,WP_030071761.1,237
Aeromonas caviae,648,KEP90927.1,224
Aeromonas caviae,648,KEP88805.1,197
Vibrio parahaemolyticus,670,WP_030000247.1,227
Ensifer sp. USDA 6670,936134,WP_029962174.1,202
Ensifer sp. USDA 6670,936134,WP_029961623.1,206
Ensifer sp. USDA 6670,936134,WP_029956642.1,196
Brucella melitensis,29459,KEO64964.1,206
Brucella melitensis,29459,KEO64037.1,184
Brucella melitensis,29459,KEO62869.1,201
Pseudomonas aeruginosa VRFPA04,1400868,AID84187.1,212
Pseudomonas aeruginosa PAO1H2O,1147787,AID72642.1,237
Shewanella xiamenensis,332186,KEK26772.1,235
Hydrogenovibrio sp. MA2-6,1449087,WP_029939499.1,216
Caulobacter sp. UNC358MFTsu5.1,1449049,WP_029908577.1,244
Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141,1028801,CDN56703.1,204
Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141,1028801,CDN54172.1,203
Neorhizobium galegae bv. orientalis str. HAMBI 540,1028800,CDN50572.1,204
Neorhizobium galegae bv. orientalis str. HAMBI 540,1028800,CDN48045.1,203
Rhizobium leguminosarum,384,WP_029875598.1,199
Rhizobium leguminosarum,384,WP_029872378.1,199
Rhizobiales bacterium,1909294,WP_029869086.1,201
Rhizobium anhuiense,1184720,WP_029867831.1,199
Pseudomonas taeanensis,574962,WP_029866551.1,233
Vibrio parahaemolyticus,670,WP_029837897.1,227
Nitratireductor soli,1670619,WP_048648297.1,222
Brenneria goodwinii,1109412,WP_048637857.1,228
Catenovulum maritimum,1513271,KMT63955.1,212
Pseudomonas sp. KG01,1674920,KMT56007.1,230
Pseudomonas aeruginosa,287,CRQ81919.1,212
Pseudomonas aeruginosa,287,CRP37058.1,237
Pseudomonas aeruginosa,287,CRW95293.1,237
Pseudomonas aeruginosa,287,CRP55389.1,237
Pseudomonas aeruginosa,287,CRS05976.1,237
Pseudomonas aeruginosa,287,CRQ75222.1,237
Pseudomonas aeruginosa,287,CRR65816.1,237
Pseudomonas aeruginosa,287,CRR30867.1,237
Pseudomonas aeruginosa,287,CRR02845.1,237
Pseudomonas aeruginosa,287,CRP84204.1,237
Pseudomonas aeruginosa,287,CRQ08339.1,237
Pseudomonas aeruginosa,287,CRW96620.1,237
Pseudomonas aeruginosa,287,CRR72186.1,237
Pseudomonas aeruginosa,287,CRR58729.1,237
Pseudomonas aeruginosa,287,CRP05322.1,237
Pseudomonas aeruginosa,287,CRP68226.1,237
Pseudomonas aeruginosa,287,CRO07900.1,237
Pseudomonas aeruginosa,287,CRW86232.1,237
Pseudomonas aeruginosa,287,CRN43684.1,237
Pseudomonas aeruginosa,287,CRO91010.1,237
Pseudomonas aeruginosa,287,CRR55441.1,237
Pseudomonas aeruginosa,287,CRR37855.1,237
Pseudomonas aeruginosa,287,CRX00738.1,237
Pseudomonas aeruginosa,287,CRP04728.1,237
Pseudomonas aeruginosa,287,CRS01221.1,237
Pseudomonas aeruginosa,287,CRQ62441.1,237
Pseudomonas aeruginosa,287,CRQ41165.1,237
Pseudomonas aeruginosa,287,CRQ82666.1,237
Pseudomonas aeruginosa,287,CRQ06700.1,237
Pseudomonas aeruginosa,287,CRR43113.1,237
Pseudomonas aeruginosa,287,CRP50223.1,237
Pseudomonas aeruginosa,287,CRX11191.1,237
Pseudomonas aeruginosa,287,CRN76420.1,237
Pseudomonas aeruginosa,287,CRX32678.1,237
Pseudomonas aeruginosa,287,CRO94818.1,237
Pseudomonas aeruginosa,287,CRS58386.1,237
Pseudomonas aeruginosa,287,CRO72615.1,237
Pseudomonas aeruginosa,287,CRO96944.1,237
Pseudomonas aeruginosa,287,CRN63633.1,237
Pseudomonas aeruginosa,287,CRX17844.1,237
Pseudomonas aeruginosa,287,CRO67061.1,237
Pseudomonas aeruginosa,287,CRR91923.1,237
Pseudomonas aeruginosa,287,CRP27444.1,237
Pseudomonas aeruginosa,287,CRO21385.1,237
Pseudomonas aeruginosa,287,CRX04018.1,237
Pseudomonas aeruginosa,287,CRR50625.1,237
Brucella melitensis,29459,KPJ38864.1,201
Labrenzia aggregata,187304,CTQ42776.1,204
Labrenzia aggregata,187304,CTQ46804.1,324
Bosea vaviloviae,1526658,WP_054211674.1,211
Bosea,85413,WP_054211096.1,212
Bosea vaviloviae,1526658,WP_054208289.1,181
Pseudoalteromonas tetraodonis,43659,WP_054200716.1,232
Campylobacter concisus,199,WP_054196396.1,218
Campylobacter concisus,199,ALF47362.1,218
Pseudoalteromonas undina,43660,KPH92086.1,232
Bosea vaviloviae,1526658,KPH81741.1,208
Bosea vaviloviae,1526658,KPH78391.1,196
Bosea vaviloviae,1526658,KPH77515.1,193
Bosea vaviloviae,1526658,KPH75534.1,211
Rhizobium acidisoli,1538158,WP_054183326.1,191
Vibrio coralliilyticus,190893,KPH24762.1,220
Rhodopseudomonas sp. AAP120,1523430,WP_054161989.1,207
Rhizobium sp. AAP43,1523420,WP_054159626.1,321
Rhizobium sp. AAP43,1523420,WP_054158378.1,203
Rhizobium sp. AAP43,1523420,WP_054156364.1,205
Rhizobium/Agrobacterium group,227290,WP_054151436.1,205
Rhizobium sp. AAP116,1523429,WP_054150914.1,320
Rhizobium/Agrobacterium group,227290,WP_054148034.1,202
Brevundimonas sp. AAP58,1523422,WP_054111059.1,322
Rhizobium acidisoli,1538158,KPH09707.1,199
Rhizobium acidisoli,1538158,KPH08522.1,199
Rhizobium acidisoli,1538158,KPH08292.1,201
Rhizobium acidisoli,1538158,KPH07679.1,191
Pseudomonas sp. RIT-PI-r,1699620,KPG99387.1,230
Pseudomonas sp. RIT-PI-q,1690247,KPG90338.1,235
Pseudomonas sp. RIT-PI-q,1690247,KPG90195.1,230
Pseudomonas sp. RIT-PI-o,1690246,KPG80094.1,230
Pseudomonas libanensis,75588,KPG76508.1,230
Brucella abortus 104M,1210454,ALF31628.1,135
Brucella abortus 104M,1210454,ALF30429.1,206
Brucella abortus 104M,1210454,ALF29752.1,201
Rhodopseudomonas sp. AAP120,1523430,KPF99895.1,207
alpha proteobacterium AAP38,1523418,KPF87034.1,216
Brevundimonas sp. AAP58,1523422,KPF80275.1,322
Bosea sp. AAP35,1523417,KPF72081.1,152
Bosea sp. AAP35,1523417,KPF71666.1,211
Rhizobium sp. AAP116,1523429,KPF60878.1,202
Rhizobium sp. AAP116,1523429,KPF55287.1,320
Rhizobium sp. AAP116,1523429,KPF51894.1,205
Rhizobium sp. AAP43,1523420,KPF47427.1,205
Rhizobium sp. AAP43,1523420,KPF44053.1,203
Pseudomonas aeruginosa,287,KPE45044.1,237
Pseudomonas aeruginosa,287,KPE35500.1,237
Pseudomonas aeruginosa,287,KPE33708.1,237
Pseudomonas aeruginosa,287,KPE32219.1,237
Pseudomonas aeruginosa,287,KXC44847.1,237
Pseudomonas aeruginosa,287,KXC37370.1,237
Pseudomonas aeruginosa,287,KXC32880.1,237
Pseudomonas aeruginosa,287,KXC30878.1,237
Pseudomonas aeruginosa,287,KXC22244.1,237
Pseudomonas aeruginosa,287,KXC17277.1,237
Desulfomicrobium orale DSM 12838,888061,AMD92208.1,215
Agrobacterium tumefaciens,358,AMD61554.1,177
Agrobacterium tumefaciens,358,AMD60592.1,204
Agrobacterium tumefaciens,358,AMD59331.1,201
Agrobacterium tumefaciens,358,AMD58255.1,201
Dechloromonas denitrificans,281362,KXB31462.1,215
Bradyrhizobium diazoefficiens,1355477,WP_060910779.1,212
Bradyrhizobium diazoefficiens,1355477,WP_060908931.1,243
Legionella pneumophila,446,WP_060871581.1,244
Legionella pneumophila,446,KXB26961.1,244
Legionella pneumophila,446,KXB26495.1,244
Methylobacterium aquaticum,270351,WP_060850051.1,212
Methylobacterium aquaticum,270351,WP_060850050.1,234
Methylobacterium aquaticum,270351,WP_060848461.1,212
Pseudomonas,286,WP_060836914.1,230
Sulfurospirillum cavolei,366522,WP_060826285.1,213
Pseudomonas aeruginosa,287,KWZ69108.1,237
Halomonas chromatireducens,507626,AMD00692.1,236
Janthinobacterium sp. B9-8,1236179,AMC37151.1,193
Vibrio cholerae,666,KWW47254.1,220
Vibrio cholerae O1 biovar El Tor,686,KWW44944.1,220
Liberibacter crescens,1273132,AMC13036.1,199
Methylobacterium sp. AMS5,925818,WP_060769775.1,219
Methylobacterium sp. AMS5,925818,WP_060769774.1,234
Methylobacterium sp. AMS5,925818,WP_060769487.1,222
Pseudomonas putida,303,KWW15884.1,230
Pseudomonas aeruginosa,287,ALZ38288.1,237
Pseudomonas aeruginosa,287,ALZ33127.1,237
Methylobacterium sp. AMS5,925818,AMB45403.1,219
Methylobacterium sp. AMS5,925818,AMB45402.1,234
Methylobacterium sp. AMS5,925818,AMB45024.1,222
Pseudomonas fluorescens,294,KWV87592.1,207
Pseudomonas fluorescens,294,KWV81236.1,207
Pseudomonas fluorescens,294,KWV73142.1,207
Pseudomonas fluorescens,294,KWV70335.1,207
Bradyrhizobium sp. BR 10303,1755647,KWV56032.1,335
Rhizobium altiplani,1864509,KWV52514.1,318
Bradyrhizobium sp. BR 10303,1755647,KWV51465.1,204
Rhizobium altiplani,1864509,KWV51098.1,201
Rhizobium altiplani,1864509,KWV50452.1,199
Bradyrhizobium sp. BR 10303,1755647,KWV48848.1,250
Pseudomonas,286,WP_060756942.1,230
Bradyrhizobium sp. CCGE-LA001,1223566,WP_060737250.1,242
Bradyrhizobium sp. CCGE-LA001,1223566,WP_060736822.1,208
Bordetella flabilis,463014,WP_066659416.1,227
Sphingobium sp. TKS,1315974,WP_066556220.1,352
Sphingomonas,13687,WP_066549000.1,192
Sphingobium sp. EP60837,1855519,WP_066527818.1,347
Bradyrhizobium sp. BR 10303,1755647,WP_066513243.1,250
Bradyrhizobium sp. BR 10303,1755647,WP_066510930.1,204
Bradyrhizobium sp. BR 10303,1755647,WP_066506846.1,335
Sphingomonas sp. CCH9-F2,1768778,WP_066488813.1,273
Sphingomonas,13687,WP_066480323.1,192
Bosea sp. WAO,406341,WP_066473228.1,212
Bosea sp. WAO,406341,WP_066467306.1,210
Castellaniella caeni,266123,WP_066453453.1,227
Halomonas chromatireducens,507626,WP_066447399.1,236
Arcobacter cryaerophilus,28198,WP_066404953.1,199
Arcobacter cryaerophilus,28198,WP_066402799.1,216
Arcobacter cryaerophilus,28198,WP_066360750.1,216
Arcobacter cryaerophilus,28198,WP_066359190.1,199
Fervidicola ferrireducens,520764,WP_066354633.1,85
Bordetella bronchialis,463025,WP_066348716.1,227
Halomonas sp. G11,1684425,WP_066320753.1,223
Arcobacter cryaerophilus,28198,WP_066221476.1,216
Hoeflea olei,1480615,WP_066182999.1,202
Hoeflea olei,1480615,WP_066180796.1,313
Arcobacter cryaerophilus,28198,WP_066168772.1,199
Arcobacter cryaerophilus,28198,WP_066168240.1,216
Arcobacter cryaerophilus,28198,WP_066157280.1,199
Arcobacter cryaerophilus,28198,WP_066156603.1,216
Bordetella ansorpii,288768,WP_066130456.1,227
Halioglobus sp. HI00S01,1822214,WP_066057506.1,222
Endozoicomonas atrinae,1333660,WP_066015364.1,223
Mesorhizobium sp. UASWS1009,1566387,WP_065997574.1,238
Aeromonas hydrophila,644,OCY10609.1,224
Aeromonas hydrophila,644,OCY08200.1,253
Aeromonas hydrophila,644,OCY07600.1,224
Aeromonas hydrophila,644,OCY05757.1,253
Aeromonas hydrophila,644,OCY01220.1,253
Aeromonas hydrophila,644,OCY00224.1,224
Pseudomonas sp. CO183,1883453,OCX93033.1,238
Vogesella sp. LIG4,1192162,SCK14190.1,235
Bradyrhizobium sp. UASWS1016,1566379,OCX29706.1,250
Bradyrhizobium sp. UASWS1016,1566379,OCX28666.1,204
Pseudomonas graminis,158627,OCX21835.1,231
Mesorhizobium sp. UASWS1009,1566387,OCX20680.1,238
Mesorhizobium sp. UASWS1009,1566387,OCX15188.1,187
Mesorhizobium sp. UASWS1009,1566387,OCX14438.1,200
Mesorhizobium sp. UASWS1009,1566387,OCX12901.1,207
Pseudomonas,286,WP_065952220.1,230
Pseudomonas,286,WP_065930941.1,230
Bordetella parapertussis,519,AOB38257.1,227
Bordetella sp. H567,1697043,AOB33592.1,207
candidate division KSB1 bacterium,2172550,RIK60720.1,388
Pseudomonas sp. 91RF,2292261,RIJ09161.1,230
Achromobacter sp. K91,2292262,RIJ02302.1,232
Pusillimonas sp. 17-4A,2026239,RII81856.1,230
Pseudomonas monteilii,76759,RII80487.1,230
Rhodospirillaceae bacterium HHTR118,2164067,WP_119165238.1,263
Vibrio splendidus,29497,RIH72505.1,222
Aquabacterium sp. YIM 730274,2315841,WP_119156463.1,187
Aquabacterium sp. YIM 730274,2315841,WP_119154283.1,200
Pseudomonas reidholzensis,1785162,WP_119136954.1,230
Vibrio cholerae,666,WP_119091788.1,221
Altererythrobacter sp. B11,2060312,WP_119081312.1,279
Dichotomicrobium thermohalophilum,933063,WP_119062493.1,182
