"","organism","TaxID","subgroup","level","RefSeq.FTP"
"2722.1","Enterovibrio norvegicus DSM 15893",1121869,"Gammaproteobacteria","SAMN03084138","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/495/GCA_900115495.1_IMG-taxon_2599185265_annotated_assembly"
"12801","Pseudomonas kunmingensis",1211807,"Gammaproteobacteria","SAMN08122818","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/929/225/GCA_002929225.1_ASM292922v1"
"30288","Methylobacterium sp. C1",1479019,"Alphaproteobacteria","SAMN05898468","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/385/GCA_001854385.1_ASM185438v1"
"12130","Kushneria sp. YCWA18",657387,"Gammaproteobacteria","SAMN05791069","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/625/GCA_001854625.1_ASM185462v1"
"13129","Vibrio sonorensis",1004316,"Gammaproteobacteria","SAMN04029016","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/765/GCA_001854765.1_ASM185476v1"
"13903","Marinobacter salinus",1874317,"Gammaproteobacteria","SAMN05920294","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/125/GCA_001854125.1_ASM185412v1"
"36849","Methylomonas sp. LWB",1905845,"Gammaproteobacteria","SAMN05858748","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/095/GCA_001856095.1_ASM185609v1"
"32588","Legionella quinlivanii DSM 21216",1122167,"Gammaproteobacteria","SAMN02746093","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/145/GCA_900108145.1_IMG-taxon_2599185259_annotated_assembly"
"9548","Pseudomonas salomonii",191391,"Gammaproteobacteria","SAMN05560691","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/730/645/GCA_001730645.1_ASM173064v1"
"12433","Pseudomonas panacis",307251,"Gammaproteobacteria","SAMN04490199","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/875/GCA_900104875.1_IMG-taxon_2642422516_annotated_assembly"
"12444","Pseudomonas proteolytica",219574,"Gammaproteobacteria","SAMN04490200","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/955/GCA_900105955.1_IMG-taxon_2639763197_annotated_assembly"
"12418","Pseudomonas coleopterorum",1605838,"Gammaproteobacteria","SAMN05216510","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/555/GCA_900105555.1_IMG-taxon_2675903003_annotated_assembly"
"4043.1","Marinobacterium georgiense DSM 11526",1122198,"Gammaproteobacteria","SAMN02745729","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/855/GCA_900107855.1_IMG-taxon_2634166328_annotated_assembly"
"39124","Thiobacillus sp. GWE1_62_9",1802374,"Betaproteobacteria","SAMN04313892","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/831/015/GCA_001831015.1_ASM183101v1"
"11911","Syntrophobacterales bacterium RBG_19FT_COMBO_59_10",1802289,"delta/epsilon subdivisions","SAMN04314064","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/855/GCA_001829855.1_ASM182985v1"
"11910","Syntrophobacterales bacterium GWF2_56_9",1802288,"delta/epsilon subdivisions","SAMN04313916","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/835/GCA_001829835.1_ASM182983v1"
"12105","Syntrophobacterales bacterium GWC2_56_13",1802287,"delta/epsilon subdivisions","SAMN04313917","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/830/835/GCA_001830835.1_ASM183083v1"
"41696","Sulfurimonas sp. RIFCSPLOWO2_12_FULL_36_74",1802255,"delta/epsilon subdivisions","SAMN04316202","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/705/GCA_001829705.1_ASM182970v1"
"39420","Sulfurimonas sp. RIFCSPLOWO2_12_36_12",1802253,"delta/epsilon subdivisions","SAMN04313803","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/675/GCA_001829675.1_ASM182967v1"
"38315","Sulfurimonas sp. RIFCSPLOWO2_02_FULL_36_28",1802252,"delta/epsilon subdivisions","SAMN04316114","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/655/GCA_001829655.1_ASM182965v1"
"41555","Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24",1802247,"delta/epsilon subdivisions","SAMN04315807","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/605/GCA_001829605.1_ASM182960v1"
"39229","Sulfuricurvum sp. RIFCSPHIGHO2_02_FULL_43_9",1802242,"delta/epsilon subdivisions","SAMN04315543","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/575/GCA_001829575.1_ASM182957v1"
"11875","Pseudomonadales bacterium RIFCSPLOWO2_12_FULL_59_450",1802008,"Gammaproteobacteria","SAMN04315860","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/828/815/GCA_001828815.1_ASM182881v1"
"11874","Pseudomonadales bacterium RIFCSPLOWO2_12_60_38",1802010,"Gammaproteobacteria","SAMN04313800","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/828/795/GCA_001828795.1_ASM182879v1"
"11872","Pseudomonadales bacterium RIFCSPHIGHO2_02_FULL_60_43",1802005,"Gammaproteobacteria","SAMN04316159","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/828/745/GCA_001828745.1_ASM182874v1"
"12095","Pseudomonadales bacterium RIFCSPLOWO2_12_59_9",1802009,"Gammaproteobacteria","SAMN04313971","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/830/395/GCA_001830395.1_ASM183039v1"
"32479","Pseudomonas chengduensis",489632,"Gammaproteobacteria","SAMN05216576","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/635/GCA_900102635.1_IMG-taxon_2663762777_annotated_assembly"
"25500","Pseudomonas seleniipraecipitans",640205,"Gammaproteobacteria","SAMN05216381","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/335/GCA_900102335.1_IMG-taxon_2671180043_annotated_assembly"
"12311","Halomonas pantelleriensis",48727,"Gammaproteobacteria","SAMN05192555","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/875/GCA_900102875.1_IMG-taxon_2654587879_annotated_assembly"
"6049","Pseudomonas rhodesiae",76760,"Gammaproteobacteria","SAMN04490209","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/575/GCA_900105575.1_IMG-taxon_2639763190_annotated_assembly"
"9100","Pseudomonas brenneri",129817,"Gammaproteobacteria","SAMN04490181","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/815/GCA_900105815.1_IMG-taxon_2639762518_annotated_assembly"
"5052","Pseudomonas corrugata",47879,"Gammaproteobacteria","SAMN04453325","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/425/GCA_001708425.1_ASM170842v1"
"12359","Pseudomonas sihuiensis",1274359,"Gammaproteobacteria","SAMN05216363","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/015/GCA_900106015.1_IMG-taxon_2667527235_annotated_assembly"
"12381","Pseudomonas yamanorum",515393,"Gammaproteobacteria","SAMN03981702","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/705/GCA_001612705.2_ASM161270v2"
"5881","Pseudomonas mediterranea",183795,"Gammaproteobacteria","SAMN05216476","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/005/GCA_900106005.1_IMG-taxon_2675902957_annotated_assembly"
"12370","Pseudomonas granadensis",1421430,"Gammaproteobacteria","SAMN05216579","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/485/GCA_900105485.1_IMG-taxon_2667527397_annotated_assembly"
"7239","Pseudomonas lini",163011,"Gammaproteobacteria","SAMN04490191","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/735/GCA_900104735.1_IMG-taxon_2636416176_annotated_assembly"
"1556","Pseudomonas brassicacearum subsp. brassicacearum NFM421",994484,"Gammaproteobacteria","SAMN02603052","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/805/GCA_000194805.1_ASM19480v1"
"7472","Pseudomonas libanensis",75588,"Gammaproteobacteria","SAMN04490190","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/035/GCA_900101035.1_IMG-taxon_2636416169_annotated_assembly"
"11329","Gammaproteobacteria bacterium RIFOXYA12_FULL_61_12",1798306,"Gammaproteobacteria","SAMN04314407","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/801/965/GCA_001801965.1_ASM180196v1"
"11330","Gammaproteobacteria bacterium RIFOXYD12_FULL_61_37",1798308,"Gammaproteobacteria","SAMN04314635","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/801/995/GCA_001801995.1_ASM180199v1"
"11294","Gallionellales bacterium RIFCSPLOWO2_12_FULL_59_22",1798257,"Betaproteobacteria","SAMN04315761","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/801/255/GCA_001801255.1_ASM180125v1"
"11283","Gallionellales bacterium GWA2_54_124",1798243,"Betaproteobacteria","SAMN04314108","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/801/025/GCA_001801025.1_ASM180102v1"
"11205","Desulfobacterales bacterium GWB2_56_26",1797913,"delta/epsilon subdivisions","SAMN04313902","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/365/GCA_001799365.1_ASM179936v1"
"11201","Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12",1797906,"delta/epsilon subdivisions","SAMN04314642","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/275/GCA_001799275.1_ASM179927v1"
"36384","Curvibacter sp. RIFCSPHIGHO2_12_FULL_63_18",1797748,"Betaproteobacteria","SAMN04315553","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/795/465/GCA_001795465.1_ASM179546v1"
"31322","Curvibacter sp. GWA2_64_110",1797747,"Betaproteobacteria","SAMN04314114","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/797/315/GCA_001797315.1_ASM179731v1"
"35611","Curvibacter sp. GWA2_63_95",1797746,"Betaproteobacteria","SAMN04314158","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/795/455/GCA_001795455.1_ASM179545v1"
"27609","Colwellia sp. PAMC 20917",1816218,"Gammaproteobacteria","SAMN04562546","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/295/GCA_001767295.1_ASM176729v1"
"10706","Burkholderiales bacterium RIFOXYC12_FULL_65_23",1797572,"Betaproteobacteria","SAMN04314607","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/995/GCA_001770995.1_ASM177099v1"
"10764","Burkholderiales bacterium RIFCSPLOWO2_12_FULL_64_99",1797568,"Betaproteobacteria","SAMN04315817","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/772/175/GCA_001772175.1_ASM177217v1"
"10702","Burkholderiales bacterium RIFCSPLOWO2_12_FULL_61_40",1797566,"Betaproteobacteria","SAMN04315766","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/935/GCA_001770935.1_ASM177093v1"
"10698","Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36",1797562,"Betaproteobacteria","SAMN04316054","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/855/GCA_001770855.1_ASM177085v1"
"10694","Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_63_20",1797558,"Betaproteobacteria","SAMN04315604","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/775/GCA_001770775.1_ASM177077v1"
"10692","Burkholderiales bacterium RIFCSPHIGHO2_01_FULL_63_240",1797552,"Betaproteobacteria","SAMN04314864","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/725/GCA_001770725.1_ASM177072v1"
"10687","Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_67_28",1797503,"Betaproteobacteria","SAMN04315765","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/625/GCA_001770625.1_ASM177062v1"
"10756","Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58",1797497,"Betaproteobacteria","SAMN04315762","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/772/005/GCA_001772005.1_ASM177200v1"
"10683","Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_63_13",1797498,"Betaproteobacteria","SAMN04315813","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/545/GCA_001770545.1_ASM177054v1"
"10682","Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13b",1797496,"Betaproteobacteria","SAMN04315868","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/525/GCA_001770525.1_ASM177052v1"
"10754","Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_68_150",1797493,"Betaproteobacteria","SAMN04316053","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/771/975/GCA_001771975.1_ASM177197v1"
"10678","Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_65_24",1797489,"Betaproteobacteria","SAMN04315989","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/435/GCA_001770435.1_ASM177043v1"
"10680","Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_67_19",1797491,"Betaproteobacteria","SAMN04315922","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/495/GCA_001770495.1_ASM177049v1"
"10676","Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_63_19",1797486,"Betaproteobacteria","SAMN04315920","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/415/GCA_001770415.1_ASM177041v1"
"10679","Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_66_14",1797490,"Betaproteobacteria","SAMN04316051","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/475/GCA_001770475.1_ASM177047v1"
"10672","Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14",1797482,"Betaproteobacteria","SAMN04313789","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/325/GCA_001770325.1_ASM177032v1"
"10673","Betaproteobacteria bacterium RIFCSPLOWO2_02_67_12",1797483,"Betaproteobacteria","SAMN04314085","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/345/GCA_001770345.1_ASM177034v1"
"10751","Betaproteobacteria bacterium RBG_19FT_COMBO_58_11",1797480,"Betaproteobacteria","SAMN04314065","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/771/905/GCA_001771905.1_ASM177190v1"
"10667","Betaproteobacteria bacterium RBG_16_58_11",1797476,"Betaproteobacteria","SAMN04314022","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/770/235/GCA_001770235.1_ASM177023v1"
"14603","Citrobacter europaeus",1914243,"Gammaproteobacteria","SAMEA3935942","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/995/GCA_900079995.1_ASM90007999v1"
"5931","endosymbiont of unidentified scaly snail isolate Monju",1248727,"Gammaproteobacteria","SAMD00061055","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/295/GCA_000801295.1_ASM80129v1"
"27840","Pseudomonas chlororaphis subsp. aurantiaca",86192,"Gammaproteobacteria","SAMN02953966","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/761/195/GCA_000761195.1_ASM76119v1"
"9586","Desulfuromonadales bacterium C00003107",1869309,"delta/epsilon subdivisions","SAMN05301626","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/751/225/GCA_001751225.1_ASM175122v1"
"9579","Desulfuromonadales bacterium C00003094",1869310,"delta/epsilon subdivisions","SAMN05301628","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/751/065/GCA_001751065.1_ASM175106v1"
"26935","Pseudomonas veronii 1YdBTEX2",1295141,"Gammaproteobacteria","SAMEA4065459","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/092/355/GCA_900092355.1_P_veronii_1YdBTEX21"
"797","Pectobacterium wasabiae CFBP 3304",1175631,"Gammaproteobacteria","SAMN04915576","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/185/GCA_001742185.1_ASM174218v1"
"9553","Vibrio europaeus",300876,"Gammaproteobacteria","SAMN04508217","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/695/575/GCA_001695575.1_ASM169557v1"
"4174","Shewanella colwelliana ATCC 39565",1336240,"Gammaproteobacteria","SAMN02584968","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/518/705/GCA_000518705.1_ASM51870v1"
"34946","Vibrio ordalii 12B09",314865,"Gammaproteobacteria","SAMN02470510","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/135/GCA_000287135.2_ASM28713v2"
"36700","Vibrio tasmaniensis 1F-155",1191323,"Gammaproteobacteria","SAMN02470479","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/385/GCA_000272385.2_ASM27238v2"
"30466","Vibrio breoganii 1C10",1205908,"Gammaproteobacteria","SAMN02470512","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/885/GCA_000280885.2_ASM28088v2"
"39609","Vibrio cyclitrophicus 1F111",1136159,"Gammaproteobacteria","SAMN02470464","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/005/GCA_000247005.2_ASM24700v2"
"38339","Vibrio tasmaniensis 1F-187",1191322,"Gammaproteobacteria","SAMN02470503","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/405/GCA_000272405.2_ASM27240v2"
"42762","Vibrio cyclitrophicus 1F175",1136160,"Gammaproteobacteria","SAMN02470505","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/135/GCA_000256135.2_ASM25613v2"
"35195","Vibrio tasmaniensis 1F-267",1191324,"Gammaproteobacteria","SAMN02470458","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/365/GCA_000272365.2_ASM27236v2"
"40642","Vibrio cyclitrophicus 1F53",1136157,"Gammaproteobacteria","SAMN02470480","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/095/GCA_000256095.2_ASM25609v2"
"41860","Vibrio cyclitrophicus 1F97",1136158,"Gammaproteobacteria","SAMN02470293","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/115/GCA_000256115.2_ASM25611v2"
"27460","Aliivibrio logei 5S-186",626086,"Gammaproteobacteria","SAMN02470497","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/935/GCA_000286935.2_ASM28693v2"
"2773.1","Vibrio kanaloae 5S-149",1191299,"Gammaproteobacteria","SAMN02470441","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/165/GCA_000272165.2_ASM27216v2"
"27465","Vibrio genomosp. F10 str. 9ZD137",1187846,"Gammaproteobacteria","SAMN02470439","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/015/GCA_000287015.2_ASM28701v2"
"30468","Vibrio genomosp. F10 str. 9ZC157",1187847,"Gammaproteobacteria","SAMN02470486","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/035/GCA_000287035.2_ASM28703v2"
"33164","Enterovibrio norvegicus FF-162",1190605,"Gammaproteobacteria","SAMN02470493","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/855/GCA_000286855.2_ASM28685v2"
"27844","Vibrio ordalii FF-167",617131,"Gammaproteobacteria","SAMN02470476","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/075/GCA_000287075.2_ASM28707v2"
"2772","Vibrio genomosp. F6 str. FF-238",1191298,"Gammaproteobacteria","SAMN02470455","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/145/GCA_000272145.2_ASM27214v2"
"30454","Enterovibrio norvegicus FF-33",1190603,"Gammaproteobacteria","SAMN02470474","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/835/GCA_000286835.2_ASM28683v2"
"27488","Enterovibrio norvegicus FF-454",1185651,"Gammaproteobacteria","SAMN02470459","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/435/GCA_000264435.2_ASM26443v2"
"30156","Vibrio ordalii FF-93",617132,"Gammaproteobacteria","SAMN02470440","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/095/GCA_000287095.2_ASM28709v2"
"30142","Vibrio cyclitrophicus FF75",1136163,"Gammaproteobacteria","SAMN02472128","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/545/GCA_000473545.1_HGAP"
"33433","Vibrio ordalii FS-144",617134,"Gammaproteobacteria","SAMN02470466","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/115/GCA_000287115.2_ASM28711v2"
"36919","Vibrio ordalii FS-238",617133,"Gammaproteobacteria","SAMN02470454","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/155/GCA_000287155.2_ASM28715v2"
"2769","Vibrio genomosp. F10 str. ZF-129",1187848,"Gammaproteobacteria","SAMN02470475","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/055/GCA_000287055.2_ASM28705v2"
"35191","Vibrio breoganii ZF-29",1188257,"Gammaproteobacteria","SAMN02470438","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/995/GCA_000286995.2_ASM28699v2"
"33155","Vibrio breoganii ZF-55",1188253,"Gammaproteobacteria","SAMN02470465","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/975/GCA_000286975.2_ASM28697v2"
"39397","Vibrio tasmaniensis ZS-17",1191326,"Gammaproteobacteria","SAMN02470446","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/445/GCA_000272445.2_ASM27244v2"
"104","Aliivibrio fischeri ES114",312309,"Gammaproteobacteria","SAMN02604303","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/805/GCA_000011805.1_ASM1180v1"
"2791","Sulfurospirillum halorespirans DSM 13726",1193502,"delta/epsilon subdivisions","SAMN05726051","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/605/GCA_001723605.1_ASM172360v1"
"9486","Candidatus Endobugula sertula",62101,"Gammaproteobacteria","SAMN03766367","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/645/GCA_001723645.1_AB1_endobugula"
"9480","Methyloceanibacter methanicus",1774968,"Alphaproteobacteria","SAMN04328993","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/285/GCA_001723285.1_ASM172328v1"
"2791.1","Sulfurospirillum halorespirans DSM 13726",1193502,"delta/epsilon subdivisions","SAMN05726051","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/605/GCA_001723605.1_ASM172360v1"
"1339","Vibrio scophthalmi",45658,"Gammaproteobacteria","SAMN05225364","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/465/GCA_001685465.1_ASM168546v1"
"26785","Salinivibrio sp. DV",1892894,"Gammaproteobacteria","SAMN05615492","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/075/GCA_001722075.1_ASM172207v1"
"30904","Salinivibrio sp. BNH",1895021,"Gammaproteobacteria","SAMN05615530","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/105/GCA_001722105.1_ASM172210v1"
"9469","Methylophaga muralis",291169,"Gammaproteobacteria","SAMN05178898","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/165/GCA_001720165.1_MmBur1_1.0"
"5751","Cobetia marina",28258,"Gammaproteobacteria","SAMN05592162","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/485/GCA_001720485.1_ASM172048v1"
"40652","Alcaligenes faecalis subsp. faecalis NBRC 13111",1218102,"Betaproteobacteria","SAMD00000359","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/855/GCA_000739855.1_ASM73985v1"
"1224","Marinobacter adhaerens",1033846,"Gammaproteobacteria","SAMN04917425","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/765/GCA_001717765.1_ASM171776v1"
"9423","Candidatus Thiodiazotropha endolucinida",1655433,"Gammaproteobacteria","SAMN03435122","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/715/975/GCA_001715975.1_ASM171597v1"
"2509","Methyloversatilis sp. RAC08",1842540,"Betaproteobacteria","SAMN04909717","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/713/355/GCA_001713355.1_ASM171335v1"
"9418","Terasakiispira papahanaumokuakeensis",197479,"Gammaproteobacteria","SAMN05589748","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/345/GCA_001709345.1_ASM170934v1"
"9407","Enterovibrio pacificus",1080227,"Gammaproteobacteria","SAMN05007540","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/825/GCA_001707825.1_ASM170782v1"
"8567","Paramesorhizobium deserti",1494590,"Alphaproteobacteria","SAMN04280999","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/695/GCA_001558695.1_ASM155869v1"
"8489","Vibrio tritonius",1435069,"Gammaproteobacteria","SAMD00019582","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/547/935/GCA_001547935.1_ASM154793v1"
"27487","Thiomicrospira sp. XS5",1775636,"Gammaproteobacteria","SAMN04376021","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/555/GCA_001507555.1_ASM150755v1"
"3138","Thauera butanivorans NBRC 103042",1219356,"Betaproteobacteria","SAMD00046735","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/591/165/GCA_001591165.1_ASM159116v1"
"9229","Tepidimonas fonticaldi",1101373,"Betaproteobacteria","SAMN05194366","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/355/GCA_001675355.1_Tepfon1.0"
