"","organism","TaxID","subgroup","level","RefSeq.FTP","tbl","prt"
"35031","Methylophilus sp. OH31",1387312,"Betaproteobacteria","SAMD00036779","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/615/GCA_000576615.1_ASM57661v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/615/GCA_000576615.1_ASM57661v1/GCA_000576615.1_ASM57661v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/615/GCA_000576615.1_ASM57661v1/GCA_000576615.1_ASM57661v1_protein.faa.gz"
"33214","Methylocystis sp. MitZ-2018",2127046,"Alphaproteobacteria","SAMN08554709","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/113/245/GCA_003113245.1_ASM311324v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/113/245/GCA_003113245.1_ASM311324v1/GCA_003113245.1_ASM311324v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/113/245/GCA_003113245.1_ASM311324v1/GCA_003113245.1_ASM311324v1_protein.faa.gz"
"2649","Methylocystis sp. SC2",187303,"Alphaproteobacteria","SAMEA2272070","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/315/GCA_000304315.1_Msp_SC2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/315/GCA_000304315.1_Msp_SC2/GCA_000304315.1_Msp_SC2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/315/GCA_000304315.1_Msp_SC2/GCA_000304315.1_Msp_SC2_protein.faa.gz"
"35180","Bordetella sp. 3d-2-2",2175229,"Betaproteobacteria","SAMN08993631","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/123/725/GCA_003123725.1_ASM312372v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/123/725/GCA_003123725.1_ASM312372v1/GCA_003123725.1_ASM312372v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/123/725/GCA_003123725.1_ASM312372v1/GCA_003123725.1_ASM312372v1_protein.faa.gz"
"38368","Aeromonas sp. ASNIH4",1636609,"Gammaproteobacteria","SAMN03455984","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/425/GCA_002934425.1_ASM293442v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/425/GCA_002934425.1_ASM293442v1/GCA_002934425.1_ASM293442v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/425/GCA_002934425.1_ASM293442v1/GCA_002934425.1_ASM293442v1_protein.faa.gz"
"2707","Methylophaga sp. 42_25_T18",1856285,"Gammaproteobacteria","SAMN05179557","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/085/GCA_002163085.1_ASM216308v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/085/GCA_002163085.1_ASM216308v1/GCA_002163085.1_ASM216308v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/085/GCA_002163085.1_ASM216308v1/GCA_002163085.1_ASM216308v1_protein.faa.gz"
"7659","Methylobacterium phyllosphaerae",418223,"Alphaproteobacteria","SAMN04433067","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/175/GCA_001936175.1_ASM193617v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/175/GCA_001936175.1_ASM193617v1/GCA_001936175.1_ASM193617v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/175/GCA_001936175.1_ASM193617v1/GCA_001936175.1_ASM193617v1_protein.faa.gz"
"7243","Methylobacterium tarhaniae",1187852,"Alphaproteobacteria","SAMN03406606","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/955/GCA_001043955.1_ASM104395v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/955/GCA_001043955.1_ASM104395v1/GCA_001043955.1_ASM104395v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/955/GCA_001043955.1_ASM104395v1/GCA_001043955.1_ASM104395v1_protein.faa.gz"
"26176","Methylobacterium platani",427683,"Alphaproteobacteria","SAMN04631760","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/715/GCA_001653715.1_ASM165371v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/715/GCA_001653715.1_ASM165371v1/GCA_001653715.1_ASM165371v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/715/GCA_001653715.1_ASM165371v1/GCA_001653715.1_ASM165371v1_protein.faa.gz"
"7242","Methylobacterium aquaticum",270351,"Alphaproteobacteria","SAMD00024788","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/015/GCA_001548015.1_ASM154801v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/015/GCA_001548015.1_ASM154801v1/GCA_001548015.1_ASM154801v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/015/GCA_001548015.1_ASM154801v1/GCA_001548015.1_ASM154801v1_protein.faa.gz"
"2720","Xanthobacter sp. 126",1131814,"Alphaproteobacteria","SAMN02584915","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/175/GCA_000526175.1_ASM52617v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/175/GCA_000526175.1_ASM52617v1/GCA_000526175.1_ASM52617v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/175/GCA_000526175.1_ASM52617v1/GCA_000526175.1_ASM52617v1_protein.faa.gz"
"13465","Alphaproteobacteria bacterium 13_2_20CM_2_64_7",1803507,"Alphaproteobacteria","SAMN04327923","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/915/105/GCA_001915105.1_ASM191510v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/915/105/GCA_001915105.1_ASM191510v1/GCA_001915105.1_ASM191510v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/915/105/GCA_001915105.1_ASM191510v1/GCA_001915105.1_ASM191510v1_protein.faa.gz"
"5561","Endozoicomonas numazuensis",1137799,"Gammaproteobacteria","SAMN02851612","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/635/GCA_000722635.1_ASM72263v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/635/GCA_000722635.1_ASM72263v1/GCA_000722635.1_ASM72263v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/635/GCA_000722635.1_ASM72263v1/GCA_000722635.1_ASM72263v1_protein.faa.gz"
"8190","Legionella worsleiensis",45076,"Gammaproteobacteria","SAMN04274800","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/535/GCA_001467535.1_ASM146753v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/535/GCA_001467535.1_ASM146753v1/GCA_001467535.1_ASM146753v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/535/GCA_001467535.1_ASM146753v1/GCA_001467535.1_ASM146753v1_protein.faa.gz"
"8209","Legionella santicrucis",45074,"Gammaproteobacteria","SAMN04274793","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/468/135/GCA_001468135.1_ASM146813v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/468/135/GCA_001468135.1_ASM146813v1/GCA_001468135.1_ASM146813v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/468/135/GCA_001468135.1_ASM146813v1/GCA_001468135.1_ASM146813v1_protein.faa.gz"
"4002","Marinobacter nanhaiticus D15-8W",626887,"Gammaproteobacteria","SAMN02469788","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/845/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/845/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/845/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0_protein.faa.gz"
"366","Desulfotalea psychrophila LSv54",177439,"delta/epsilon subdivisions","SAMEA3138217","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/945/GCA_000025945.1_ASM2594v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/945/GCA_000025945.1_ASM2594v1/GCA_000025945.1_ASM2594v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/945/GCA_000025945.1_ASM2594v1/GCA_000025945.1_ASM2594v1_protein.faa.gz"
"34298","Vibrio parahaemolyticus UCM-V493",1429044,"Gammaproteobacteria","SAMN03081521","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/495/GCA_000568495.1_ASM56849v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/495/GCA_000568495.1_ASM56849v1/GCA_000568495.1_ASM56849v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/495/GCA_000568495.1_ASM56849v1/GCA_000568495.1_ASM56849v1_protein.faa.gz"
"5049","Marinomonas ushuaiensis DSM 15871",1122207,"Gammaproteobacteria","SAMN02597439","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/805/GCA_000521805.1_SOAPdenovo_v1.05","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/805/GCA_000521805.1_SOAPdenovo_v1.05/GCA_000521805.1_SOAPdenovo_v1.05_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/805/GCA_000521805.1_SOAPdenovo_v1.05/GCA_000521805.1_SOAPdenovo_v1.05_protein.faa.gz"
"1683","Thiomicrospira aerophila AL3",717772,"Gammaproteobacteria","SAMN02256538","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/665/GCA_000227665.3_ASM22766v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/665/GCA_000227665.3_ASM22766v3/GCA_000227665.3_ASM22766v3_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/665/GCA_000227665.3_ASM22766v3/GCA_000227665.3_ASM22766v3_protein.faa.gz"
"37607","Aeromonas salmonicida subsp. pectinolytica 34mel",1324960,"Gammaproteobacteria","SAMN04208118","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/225/GCA_002735225.1_ASM273522v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/225/GCA_002735225.1_ASM273522v1/GCA_002735225.1_ASM273522v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/225/GCA_002735225.1_ASM273522v1/GCA_002735225.1_ASM273522v1_protein.faa.gz"
"41941","Aeromonas veronii AMC34",1073383,"Gammaproteobacteria","SAMN02463949","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/015/GCA_000298015.1_Aero_vero_AMC34_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/015/GCA_000298015.1_Aero_vero_AMC34_V1/GCA_000298015.1_Aero_vero_AMC34_V1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/015/GCA_000298015.1_Aero_vero_AMC34_V1/GCA_000298015.1_Aero_vero_AMC34_V1_protein.faa.gz"
"42692","Aeromonas veronii AMC35",1073385,"Gammaproteobacteria","SAMN02463951","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/035/GCA_000298035.1_Aero_vero_AMC35_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/035/GCA_000298035.1_Aero_vero_AMC35_V1/GCA_000298035.1_Aero_vero_AMC35_V1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/035/GCA_000298035.1_Aero_vero_AMC35_V1/GCA_000298035.1_Aero_vero_AMC35_V1_protein.faa.gz"
"39702","Aeromonas veronii AER39",1073382,"Gammaproteobacteria","SAMN02463948","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/975/GCA_000297975.1_Aero_vero_AER39_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/975/GCA_000297975.1_Aero_vero_AER39_V1/GCA_000297975.1_Aero_vero_AER39_V1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/975/GCA_000297975.1_Aero_vero_AER39_V1/GCA_000297975.1_Aero_vero_AER39_V1_protein.faa.gz"
"40553","Aeromonas veronii AER397",1073384,"Gammaproteobacteria","SAMN02463950","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/995/GCA_000297995.1_Aero_vero_AER397_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/995/GCA_000297995.1_Aero_vero_AER397_V1/GCA_000297995.1_Aero_vero_AER397_V1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/995/GCA_000297995.1_Aero_vero_AER397_V1/GCA_000297995.1_Aero_vero_AER397_V1_protein.faa.gz"
"1495","gamma proteobacterium IMCC1989",937772,"Gammaproteobacteria","SAMN02469924","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/515/GCA_000209515.2_ASM20951v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/515/GCA_000209515.2_ASM20951v1/GCA_000209515.2_ASM20951v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/515/GCA_000209515.2_ASM20951v1/GCA_000209515.2_ASM20951v1_protein.faa.gz"
"1526","Aeromonas veronii B565",998088,"Gammaproteobacteria","SAMN02603940","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/115/GCA_000204115.1_ASM20411v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/115/GCA_000204115.1_ASM20411v1/GCA_000204115.1_ASM20411v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/115/GCA_000204115.1_ASM20411v1/GCA_000204115.1_ASM20411v1_protein.faa.gz"
"62","Aeromonas salmonicida subsp. salmonicida A449",382245,"Gammaproteobacteria","SAMN02603664","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/395/GCA_000196395.1_ASM19639v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/395/GCA_000196395.1_ASM19639v1/GCA_000196395.1_ASM19639v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/395/GCA_000196395.1_ASM19639v1/GCA_000196395.1_ASM19639v1_protein.faa.gz"
"8483","Halomonas chromatireducens",507626,"Gammaproteobacteria","SAMN04281796","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/545/155/GCA_001545155.1_ASM154515v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/545/155/GCA_001545155.1_ASM154515v1/GCA_001545155.1_ASM154515v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/545/155/GCA_001545155.1_ASM154515v1/GCA_001545155.1_ASM154515v1_protein.faa.gz"
"42305","Vibrio cholerae MS6",1420885,"Gammaproteobacteria","SAMD00061025","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/215/GCA_000829215.1_ASM82921v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/215/GCA_000829215.1_ASM82921v1/GCA_000829215.1_ASM82921v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/215/GCA_000829215.1_ASM82921v1/GCA_000829215.1_ASM82921v1_protein.faa.gz"
"4968","gamma proteobacterium L18",1229486,"Gammaproteobacteria","SAMN02471199","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/835/GCA_000497835.1_L18_assembly_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/835/GCA_000497835.1_L18_assembly_1.0/GCA_000497835.1_L18_assembly_1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/497/835/GCA_000497835.1_L18_assembly_1.0/GCA_000497835.1_L18_assembly_1.0_protein.faa.gz"
"27056","Haliea salexigens",287487,"Gammaproteobacteria","SAMN08017906","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/452/855/GCA_003452855.1_ASM345285v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/452/855/GCA_003452855.1_ASM345285v1/GCA_003452855.1_ASM345285v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/452/855/GCA_003452855.1_ASM345285v1/GCA_003452855.1_ASM345285v1_protein.faa.gz"
"6244","Aliiarcobacter faecis",1564138,"delta/epsilon subdivisions","SAMN02951872","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/155/GCA_000585155.1_Arcobacter_septicus_AF1078","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/155/GCA_000585155.1_Arcobacter_septicus_AF1078/GCA_000585155.1_Arcobacter_septicus_AF1078_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/155/GCA_000585155.1_Arcobacter_septicus_AF1078/GCA_000585155.1_Arcobacter_septicus_AF1078_protein.faa.gz"
"30261","Polaromonas sp. EUR3 1.2.1",1305734,"Betaproteobacteria","SAMN02743915","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/115/GCA_000688115.1_ASM68811v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/115/GCA_000688115.1_ASM68811v1/GCA_000688115.1_ASM68811v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/115/GCA_000688115.1_ASM68811v1/GCA_000688115.1_ASM68811v1_protein.faa.gz"
"27060","Azovibrio restrictus",146938,"Betaproteobacteria","SAMN09287995","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/252/145/GCA_003252145.1_ASM325214v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/252/145/GCA_003252145.1_ASM325214v1/GCA_003252145.1_ASM325214v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/252/145/GCA_003252145.1_ASM325214v1/GCA_003252145.1_ASM325214v1_protein.faa.gz"
"29602","Pectobacterium wasabiae",55208,"Gammaproteobacteria","SAMN02999477","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/749/865/GCA_000749865.1_ASM74986v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/749/865/GCA_000749865.1_ASM74986v1/GCA_000749865.1_ASM74986v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/749/865/GCA_000749865.1_ASM74986v1/GCA_000749865.1_ASM74986v1_protein.faa.gz"
"36524","Smithella sp. D17",1538639,"delta/epsilon subdivisions","SAMN03002178","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/753/945/GCA_000753945.1_ASM75394v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/753/945/GCA_000753945.1_ASM75394v1/GCA_000753945.1_ASM75394v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/753/945/GCA_000753945.1_ASM75394v1/GCA_000753945.1_ASM75394v1_protein.faa.gz"
"26759","Sedimenticola selenatireducens",191960,"Gammaproteobacteria","SAMN07982700","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/805/GCA_002868805.1_ASM286880v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/805/GCA_002868805.1_ASM286880v1/GCA_002868805.1_ASM286880v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/805/GCA_002868805.1_ASM286880v1/GCA_002868805.1_ASM286880v1_protein.faa.gz"
"26657","Legionella lansingensis",45067,"Gammaproteobacteria","SAMEA44548918","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/355/GCA_900187355.1_51342_E02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/355/GCA_900187355.1_51342_E02/GCA_900187355.1_51342_E02_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/355/GCA_900187355.1_51342_E02/GCA_900187355.1_51342_E02_protein.faa.gz"
"32807","Lonsdalea quercina",71657,"Gammaproteobacteria","SAMN04361742","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/269/815/GCA_003269815.1_ASM326981v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/269/815/GCA_003269815.1_ASM326981v1/GCA_003269815.1_ASM326981v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/269/815/GCA_003269815.1_ASM326981v1/GCA_003269815.1_ASM326981v1_protein.faa.gz"
"33350","Serratia sp. ATCC 39006",104623,"Gammaproteobacteria","SAMN02470747","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/345/GCA_000463345.3_ASM46334v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/345/GCA_000463345.3_ASM46334v3/GCA_000463345.3_ASM46334v3_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/345/GCA_000463345.3_ASM46334v3/GCA_000463345.3_ASM46334v3_protein.faa.gz"
"9141","Endozoicomonas atrinae",1333660,"Gammaproteobacteria","SAMN03978955","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/025/GCA_001647025.2_EnAtr_2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/025/GCA_001647025.2_EnAtr_2.0/GCA_001647025.2_EnAtr_2.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/025/GCA_001647025.2_EnAtr_2.0/GCA_001647025.2_EnAtr_2.0_protein.faa.gz"
"30904","Salinivibrio sp. BNH",1895021,"Gammaproteobacteria","SAMN05615530","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/105/GCA_001722105.1_ASM172210v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/105/GCA_001722105.1_ASM172210v1/GCA_001722105.1_ASM172210v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/105/GCA_001722105.1_ASM172210v1/GCA_001722105.1_ASM172210v1_protein.faa.gz"
"9418","Terasakiispira papahanaumokuakeensis",197479,"Gammaproteobacteria","SAMN05589748","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/345/GCA_001709345.1_ASM170934v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/345/GCA_001709345.1_ASM170934v1/GCA_001709345.1_ASM170934v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/345/GCA_001709345.1_ASM170934v1/GCA_001709345.1_ASM170934v1_protein.faa.gz"
"9407","Enterovibrio pacificus",1080227,"Gammaproteobacteria","SAMN05007540","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/825/GCA_001707825.1_ASM170782v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/825/GCA_001707825.1_ASM170782v1/GCA_001707825.1_ASM170782v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/825/GCA_001707825.1_ASM170782v1/GCA_001707825.1_ASM170782v1_protein.faa.gz"
"23037","Thauera phenolivorans",1792543,"Betaproteobacteria","SAMN05389979","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/715/GCA_001696715.1_ASM169671v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/715/GCA_001696715.1_ASM169671v1/GCA_001696715.1_ASM169671v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/715/GCA_001696715.1_ASM169671v1/GCA_001696715.1_ASM169671v1_protein.faa.gz"
"27487","Thiomicrospira sp. XS5",1775636,"Gammaproteobacteria","SAMN04376021","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/555/GCA_001507555.1_ASM150755v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/555/GCA_001507555.1_ASM150755v1/GCA_001507555.1_ASM150755v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/555/GCA_001507555.1_ASM150755v1/GCA_001507555.1_ASM150755v1_protein.faa.gz"
"13426","Neptuniibacter pectenicola",1806669,"Gammaproteobacteria","SAMN04506932","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/597/735/GCA_001597735.1_ASM159773v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/597/735/GCA_001597735.1_ASM159773v1/GCA_001597735.1_ASM159773v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/597/735/GCA_001597735.1_ASM159773v1/GCA_001597735.1_ASM159773v1_protein.faa.gz"
"13425","Neptuniibacter marinus",1806670,"Gammaproteobacteria","SAMN04506967","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/597/725/GCA_001597725.1_ASM159772v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/597/725/GCA_001597725.1_ASM159772v1/GCA_001597725.1_ASM159772v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/597/725/GCA_001597725.1_ASM159772v1/GCA_001597725.1_ASM159772v1_protein.faa.gz"
"9115","Marinomonas gallaica",1806667,"Gammaproteobacteria","SAMN04506808","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/745/GCA_001639745.1_ASM163974v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/745/GCA_001639745.1_ASM163974v1/GCA_001639745.1_ASM163974v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/745/GCA_001639745.1_ASM163974v1/GCA_001639745.1_ASM163974v1_protein.faa.gz"
